"Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"NCO07","OUT013",NA
"FDV09","OUT027",NA
"FDZ23","OUT019",NA
"DRH51","OUT018",NA
"NCY54","OUT045",NA
"DRG49","OUT013",NA
"NCC19","OUT049",NA
"NCV53","OUT045",NA
"FDZ47","OUT019",NA
"NCO26","OUT018",NA
"NCP02","OUT045",NA
"NCW30","OUT018",NA
"NCN55","OUT046",NA
"FDB20","OUT010",NA
"DRL11","OUT013",NA
"DRD60","OUT045",NA
"FDW14","OUT010",NA
"FDL27","OUT010",NA
"FDU09","OUT018",NA
"DRH36","OUT027",NA
"FDP34","OUT027",NA
"FDE04","OUT017",NA
"FDZ57","OUT027",NA
"FDF02","OUT010",NA
"FDG28","OUT045",NA
"NCI31","OUT046",NA
"FDT43","OUT013",NA
"FDU20","OUT046",NA
"FDD53","OUT013",NA
"FDW15","OUT045",NA
"NCT53","OUT045",NA
"NCG55","OUT027",NA
"FDD48","OUT035",NA
"FDG47","OUT049",NA
"FDI21","OUT017",NA
"FDT27","OUT017",NA
"DRO35","OUT013",NA
"FDD33","OUT017",NA
"FDC04","OUT035",NA
"FDY34","OUT013",NA
"DRJ49","OUT049",NA
"FDE05","OUT049",NA
"FDU31","OUT017",NA
"NCN19","OUT027",NA
"FDK56","OUT027",NA
"FDK58","OUT017",NA
"NCJ42","OUT035",NA
"FDZ34","OUT027",NA
"FDA52","OUT018",NA
"NCR29","OUT013",NA
"FDT48","OUT035",NA
"DRJ51","OUT019",NA
"NCS54","OUT046",NA
"FDV01","OUT035",NA
"DRG51","OUT027",NA
"NCG42","OUT013",NA
"FDA51","OUT049",NA
"FDV19","OUT010",NA
"NCT18","OUT045",NA
"NCS41","OUT045",NA
"FDO03","OUT046",NA
"FDL12","OUT010",NA
"FDY37","OUT010",NA
"FDI58","OUT049",NA
"FDT28","OUT018",NA
"NCC42","OUT010",NA
"FDO01","OUT017",NA
"FDJ02","OUT013",NA
"FDQ04","OUT018",NA
"DRL47","OUT013",NA
"FDZ32","OUT035",NA
"FDC35","OUT035",NA
"FDX14","OUT045",NA
"FDZ35","OUT013",NA
"FDL14","OUT013",NA
"FDO04","OUT049",NA
"DRK11","OUT017",NA
"FDB44","OUT018",NA
"FDZ50","OUT049",NA
"FDI12","OUT027",NA
"FDU43","OUT017",NA
"FDD58","OUT010",NA
"FDB27","OUT017",NA
"FDB04","OUT018",NA
"NCO17","OUT013",NA
"FDL12","OUT017",NA
"DRJ13","OUT049",NA
"FDD57","OUT045",NA
"FDW19","OUT035",NA
"DRD27","OUT018",NA
"FDH27","OUT027",NA
"NCW30","OUT027",NA
"FDR40","OUT018",NA
"FDG05","OUT013",NA
"NCY41","OUT019",NA
"FDI38","OUT018",NA
"FDR20","OUT046",NA
"FDE09","OUT017",NA
"FDN50","OUT019",NA
"DRF27","OUT045",NA
"DRF51","OUT013",NA
"NCO02","OUT019",NA
"FDB51","OUT027",NA
"FDJ50","OUT013",NA
"FDN52","OUT013",NA
"FDX14","OUT013",NA
"FDT27","OUT019",NA
"FDV10","OUT013",NA
"FDU33","OUT046",NA
"FDU58","OUT046",NA
"NCP42","OUT027",NA
"FDL51","OUT027",NA
"DRH15","OUT027",NA
"FDU16","OUT017",NA
"FDW15","OUT017",NA
"FDQ44","OUT045",NA
"NCI06","OUT027",NA
"DRK23","OUT019",NA
"FDC28","OUT035",NA
"NCY17","OUT019",NA
"NCV05","OUT018",NA
"FDM34","OUT019",NA
"DRD60","OUT027",NA
"FDT38","OUT046",NA
"FDQ57","OUT018",NA
"FDE59","OUT027",NA
"NCM43","OUT046",NA
"DRI51","OUT049",NA
"NCG30","OUT017",NA
"NCK54","OUT035",NA
"FDQ16","OUT019",NA
"FDI36","OUT013",NA
"FDX16","OUT027",NA
"FDA34","OUT046",NA
"FDJ48","OUT018",NA
"FDU47","OUT035",NA
"FDS39","OUT046",NA
"FDD11","OUT046",NA
"FDM16","OUT027",NA
"FDU56","OUT018",NA
"FDQ32","OUT017",NA
"DRK35","OUT013",NA
"FDA58","OUT049",NA
"DRG48","OUT019",NA
"FDT59","OUT010",NA
"FDQ31","OUT019",NA
"FDS51","OUT018",NA
"FDW32","OUT027",NA
"FDI15","OUT027",NA
"NCV30","OUT017",NA
"DRG25","OUT049",NA
"FDT02","OUT013",NA
"FDO33","OUT027",NA
"FDP38","OUT035",NA
"FDZ45","OUT035",NA
"NCA54","OUT027",NA
"FDU33","OUT017",NA
"FDN58","OUT017",NA
"FDI05","OUT045",NA
"FDM57","OUT019",NA
"NCS42","OUT027",NA
"FDB57","OUT045",NA
"FDC03","OUT045",NA
"FDZ58","OUT013",NA
"NCK29","OUT045",NA
"NCR53","OUT045",NA
"FDE26","OUT027",NA
"FDU52","OUT049",NA
"FDE41","OUT027",NA
"FDU38","OUT018",NA
"FDA52","OUT017",NA
"FDW46","OUT046",NA
"DRI59","OUT035",NA
"FDT38","OUT035",NA
"FDL33","OUT018",NA
"FDQ01","OUT027",NA
"FDJ08","OUT046",NA
"FDQ47","OUT049",NA
"NCZ18","OUT013",NA
"FDE29","OUT017",NA
"FDF10","OUT027",NA
"FDC48","OUT049",NA
"FDY58","OUT013",NA
"NCX30","OUT010",NA
"FDV11","OUT013",NA
"FDT46","OUT046",NA
"DRD01","OUT019",NA
"FDQ11","OUT013",NA
"NCM41","OUT017",NA
"NCC55","OUT013",NA
"FDG45","OUT027",NA
"NCQ54","OUT049",NA
"FDM34","OUT045",NA
"FDD17","OUT019",NA
"FDN38","OUT027",NA
"FDB53","OUT018",NA
"NCL06","OUT035",NA
"NCV18","OUT019",NA
"FDX25","OUT013",NA
"FDB39","OUT046",NA
"FDC33","OUT049",NA
"NCO14","OUT018",NA
"FDA58","OUT027",NA
"NCQ02","OUT017",NA
"NCR53","OUT017",NA
"FDN52","OUT046",NA
"FDG26","OUT046",NA
"FDE23","OUT027",NA
"DRI37","OUT013",NA
"DRH37","OUT018",NA
"FDO01","OUT035",NA
"FDK45","OUT049",NA
"FDP23","OUT049",NA
"FDM33","OUT035",NA
"FDD36","OUT017",NA
"FDL56","OUT017",NA
"FDT27","OUT010",NA
"FDG52","OUT017",NA
"NCL42","OUT035",NA
"DRJ24","OUT046",NA
"FDV38","OUT046",NA
"FDT35","OUT045",NA
"FDY51","OUT045",NA
"FDC37","OUT017",NA
"NCP43","OUT013",NA
"FDO33","OUT045",NA
"FDW04","OUT018",NA
"NCC31","OUT046",NA
"FDK22","OUT049",NA
"FDJ50","OUT017",NA
"FDV13","OUT017",NA
"DRL60","OUT017",NA
"FDW03","OUT017",NA
"FDY27","OUT035",NA
"FDB39","OUT027",NA
"FDU59","OUT045",NA
"FDZ57","OUT049",NA
"FDO21","OUT049",NA
"FDS43","OUT018",NA
"FDU28","OUT010",NA
"FDC51","OUT010",NA
"FDW16","OUT010",NA
"FDP32","OUT010",NA
"FDB60","OUT019",NA
"NCQ30","OUT046",NA
"FDD26","OUT049",NA
"FDI44","OUT045",NA
"DRH23","OUT046",NA
"FDO44","OUT046",NA
"FDG04","OUT046",NA
"FDM32","OUT027",NA
"FDM09","OUT013",NA
"FDZ47","OUT013",NA
"FDM40","OUT027",NA
"FDY48","OUT017",NA
"NCM30","OUT045",NA
"FDX36","OUT010",NA
"DRF03","OUT017",NA
"FDN51","OUT049",NA
"FDM57","OUT049",NA
"FDB35","OUT049",NA
"FDY13","OUT027",NA
"FDA37","OUT017",NA
"NCX53","OUT017",NA
"FDD59","OUT018",NA
"FDX10","OUT019",NA
"FDC03","OUT018",NA
"FDW43","OUT035",NA
"FDW10","OUT046",NA
"FDY14","OUT027",NA
"FDV43","OUT045",NA
"FDO40","OUT013",NA
"FDP46","OUT027",NA
"NCE43","OUT019",NA
"FDD05","OUT035",NA
"FDJ60","OUT010",NA
"DRE27","OUT018",NA
"FDO11","OUT035",NA
"DRG11","OUT027",NA
"FDK33","OUT010",NA
"DRM23","OUT045",NA
"FDJ02","OUT027",NA
"NCZ05","OUT045",NA
"NCL30","OUT013",NA
"FDZ19","OUT018",NA
"FDM45","OUT049",NA
"FDO36","OUT046",NA
"NCK31","OUT045",NA
"DRJ37","OUT045",NA
"FDP24","OUT018",NA
"FDF46","OUT013",NA
"FDX46","OUT019",NA
"NCL18","OUT045",NA
"FDJ26","OUT013",NA
"FDJ07","OUT045",NA
"FDY15","OUT013",NA
"DRG01","OUT045",NA
"FDF58","OUT045",NA
"FDZ14","OUT019",NA
"FDP31","OUT049",NA
"FDH45","OUT013",NA
"FDA09","OUT010",NA
"FDW31","OUT035",NA
"FDA57","OUT046",NA
"NCE55","OUT035",NA
"FDC17","OUT019",NA
"FDC59","OUT013",NA
"FDA22","OUT013",NA
"FDK52","OUT035",NA
"NCM26","OUT046",NA
"NCT53","OUT035",NA
"FDW45","OUT018",NA
"NCI18","OUT035",NA
"FDE38","OUT018",NA
"FDF08","OUT019",NA
"FDY58","OUT010",NA
"FDF58","OUT019",NA
"FDX39","OUT017",NA
"FDB44","OUT049",NA
"FDF28","OUT013",NA
"FDE39","OUT013",NA
"FDT37","OUT018",NA
"FDZ45","OUT017",NA
"FDO40","OUT035",NA
"FDM57","OUT027",NA
"DRG36","OUT017",NA
"FDY36","OUT010",NA
"DRL60","OUT027",NA
"FDS25","OUT019",NA
"DRF49","OUT027",NA
"FDP16","OUT045",NA
"FDS60","OUT049",NA
"FDU15","OUT027",NA
"FDK43","OUT046",NA
"FDN25","OUT046",NA
"FDE53","OUT049",NA
"FDB22","OUT013",NA
"FDE39","OUT017",NA
"FDX35","OUT035",NA
"NCG54","OUT049",NA
"FDH27","OUT035",NA
"NCK42","OUT013",NA
"FDS25","OUT049",NA
"FDI10","OUT018",NA
"FDU35","OUT035",NA
"FDI04","OUT017",NA
"DRK23","OUT035",NA
"FDB53","OUT019",NA
"FDY02","OUT049",NA
"FDM60","OUT035",NA
"NCJ31","OUT010",NA
"DRP35","OUT017",NA
"NCQ30","OUT018",NA
"DRL11","OUT010",NA
"FDU01","OUT013",NA
"FDR39","OUT035",NA
"FDO08","OUT046",NA
"FDC02","OUT045",NA
"NCZ29","OUT035",NA
"FDF29","OUT010",NA
"FDZ23","OUT017",NA
"NCU53","OUT018",NA
"NCW30","OUT013",NA
"NCM26","OUT027",NA
"FDV50","OUT027",NA
"FDW15","OUT049",NA
"FDI35","OUT027",NA
"FDO11","OUT017",NA
"FDN48","OUT046",NA
"NCA17","OUT049",NA
"NCN54","OUT013",NA
"FDP22","OUT013",NA
"NCB54","OUT035",NA
"FDD08","OUT045",NA
"DRM48","OUT010",NA
"FDG41","OUT027",NA
"FDE44","OUT027",NA
"FDE26","OUT035",NA
"NCS38","OUT013",NA
"NCJ54","OUT018",NA
"FDI40","OUT019",NA
"FDN45","OUT018",NA
"FDU43","OUT046",NA
"FDI04","OUT010",NA
"NCC07","OUT018",NA
"NCC07","OUT019",NA
"NCD18","OUT045",NA
"FDU55","OUT035",NA
"FDX59","OUT035",NA
"FDR52","OUT049",NA
"NCP17","OUT013",NA
"FDQ32","OUT045",NA
"NCT17","OUT049",NA
"FDO10","OUT049",NA
"FDE32","OUT049",NA
"FDN44","OUT045",NA
"FDH02","OUT035",NA
"FDK60","OUT013",NA
"FDS24","OUT019",NA
"FDL03","OUT010",NA
"FDB46","OUT027",NA
"FDO48","OUT049",NA
"FDZ39","OUT049",NA
"FDT02","OUT027",NA
"FDC50","OUT013",NA
"FDP39","OUT035",NA
"DRG15","OUT018",NA
"FDP10","OUT018",NA
"FDF53","OUT027",NA
"FDN34","OUT045",NA
"FDK02","OUT045",NA
"FDC23","OUT045",NA
"FDJ10","OUT019",NA
"FDE53","OUT035",NA
"FDR25","OUT035",NA
"FDW50","OUT046",NA
"FDS09","OUT049",NA
"FDW49","OUT010",NA
"FDU51","OUT046",NA
"FDF28","OUT018",NA
"NCY30","OUT018",NA
"FDD44","OUT045",NA
"FDX09","OUT017",NA
"NCF30","OUT013",NA
"FDZ50","OUT019",NA
"FDW37","OUT013",NA
"FDD11","OUT049",NA
"DRH39","OUT018",NA
"FDA36","OUT049",NA
"NCG43","OUT049",NA
"FDF02","OUT035",NA
"FDP57","OUT027",NA
"NCE42","OUT017",NA
"NCR38","OUT027",NA
"FDP03","OUT019",NA
"FDO51","OUT035",NA
"NCQ42","OUT046",NA
"NCM41","OUT046",NA
"FDH48","OUT027",NA
"DRF60","OUT046",NA
"FDJ27","OUT035",NA
"FDQ14","OUT013",NA
"FDN27","OUT017",NA
"NCQ02","OUT046",NA
"FDJ33","OUT049",NA
"FDP07","OUT027",NA
"DRE01","OUT049",NA
"FDU36","OUT045",NA
"FDL28","OUT017",NA
"NCX53","OUT046",NA
"FDZ39","OUT013",NA
"NCP42","OUT013",NA
"FDJ14","OUT035",NA
"FDK04","OUT049",NA
"NCC19","OUT017",NA
"FDS09","OUT018",NA
"FDZ02","OUT046",NA
"FDD35","OUT018",NA
"NCY42","OUT017",NA
"FDB05","OUT045",NA
"FDF20","OUT035",NA
"NCO41","OUT018",NA
"FDC40","OUT027",NA
"FDV58","OUT045",NA
"FDZ57","OUT045",NA
"DRM35","OUT046",NA
"DRN36","OUT018",NA
"FDQ13","OUT046",NA
"DRO35","OUT010",NA
"NCD43","OUT035",NA
"FDA51","OUT018",NA
"NCX17","OUT027",NA
"NCZ17","OUT049",NA
"FDR11","OUT027",NA
"FDW34","OUT049",NA
"FDN50","OUT017",NA
"FDS09","OUT046",NA
"FDS48","OUT018",NA
"FDL44","OUT049",NA
"DRF48","OUT018",NA
"FDA14","OUT018",NA
"NCD30","OUT049",NA
"FDI16","OUT017",NA
"NCG06","OUT035",NA
"DRZ24","OUT035",NA
"NCS17","OUT045",NA
"FDB37","OUT045",NA
"FDE10","OUT035",NA
"FDC57","OUT045",NA
"FDM12","OUT018",NA
"FDE24","OUT049",NA
"FDW22","OUT045",NA
"DRD01","OUT027",NA
"NCZ18","OUT027",NA
"FDN49","OUT045",NA
"FDR22","OUT035",NA
"FDV08","OUT019",NA
"FDY39","OUT046",NA
"FDV36","OUT049",NA
"FDO60","OUT045",NA
"FDU04","OUT027",NA
"FDR20","OUT027",NA
"FDW19","OUT019",NA
"FDU40","OUT049",NA
"FDK15","OUT045",NA
"DRF15","OUT035",NA
"FDQ25","OUT017",NA
"FDI48","OUT019",NA
"FDS49","OUT046",NA
"FDV22","OUT046",NA
"NCV42","OUT046",NA
"FDX26","OUT046",NA
"FDI33","OUT018",NA
"FDZ14","OUT049",NA
"FDG10","OUT013",NA
"FDM38","OUT018",NA
"FDG26","OUT027",NA
"FDH46","OUT035",NA
"FDN13","OUT018",NA
"FDU57","OUT035",NA
"NCI06","OUT046",NA
"FDM38","OUT045",NA
"NCG42","OUT010",NA
"FDL39","OUT045",NA
"FDT31","OUT019",NA
"FDV59","OUT013",NA
"FDB49","OUT035",NA
"FDD58","OUT049",NA
"DRN59","OUT046",NA
"FDX48","OUT049",NA
"FDQ11","OUT049",NA
"FDY12","OUT049",NA
"FDQ11","OUT045",NA
"DRI11","OUT017",NA
"FDY32","OUT027",NA
"FDS51","OUT045",NA
"FDR19","OUT010",NA
"DRB13","OUT018",NA
"FDS21","OUT035",NA
"FDQ40","OUT045",NA
"NCE55","OUT013",NA
"FDX43","OUT027",NA
"FDS12","OUT049",NA
"DRK01","OUT027",NA
"FDN25","OUT017",NA
"FDB60","OUT046",NA
"FDQ13","OUT017",NA
"DRK13","OUT045",NA
"DRF25","OUT018",NA
"NCD42","OUT019",NA
"FDW25","OUT045",NA
"NCV29","OUT027",NA
"NCK42","OUT035",NA
"DRJ13","OUT027",NA
"DRD15","OUT017",NA
"FDM27","OUT045",NA
"FDZ50","OUT018",NA
"FDC04","OUT046",NA
"FDF50","OUT049",NA
"FDP15","OUT045",NA
"FDK46","OUT035",NA
"FDZ56","OUT018",NA
"FDY60","OUT049",NA
"FDB10","OUT035",NA
"FDR57","OUT045",NA
"FDU58","OUT049",NA
"FDH02","OUT046",NA
"FDP48","OUT013",NA
"FDI46","OUT035",NA
"FDW56","OUT013",NA
"NCM19","OUT010",NA
"FDS50","OUT027",NA
"FDK24","OUT013",NA
"FDO36","OUT017",NA
"FDK45","OUT027",NA
"NCL05","OUT045",NA
"FDL32","OUT018",NA
"FDA28","OUT049",NA
"FDY36","OUT018",NA
"FDP32","OUT018",NA
"FDL50","OUT046",NA
"DRC24","OUT049",NA
"NCS18","OUT017",NA
"FDD16","OUT017",NA
"NCV18","OUT013",NA
"FDX07","OUT046",NA
"NCZ05","OUT027",NA
"NCI31","OUT013",NA
"FDK14","OUT049",NA
"NCR06","OUT045",NA
"NCF54","OUT049",NA
"DRG23","OUT010",NA
"FDD53","OUT046",NA
"NCM31","OUT027",NA
"FDT16","OUT017",NA
"FDR40","OUT035",NA
"DRG25","OUT017",NA
"FDT10","OUT035",NA
"FDY32","OUT013",NA
"FDN50","OUT035",NA
"FDZ35","OUT019",NA
"NCP54","OUT045",NA
"NCD07","OUT035",NA
"FDS02","OUT018",NA
"DRN59","OUT018",NA
"DRB24","OUT013",NA
"FDP37","OUT027",NA
"DRB01","OUT018",NA
"FDR47","OUT046",NA
"NCM31","OUT010",NA
"NCF06","OUT027",NA
"NCV17","OUT027",NA
"FDS10","OUT049",NA
"FDN52","OUT035",NA
"FDZ48","OUT013",NA
"FDJ48","OUT049",NA
"DRB13","OUT027",NA
"FDV59","OUT017",NA
"FDL32","OUT035",NA
"FDZ12","OUT035",NA
"NCR06","OUT027",NA
"FDP51","OUT017",NA
"FDY22","OUT013",NA
"FDZ38","OUT049",NA
"NCO54","OUT035",NA
"FDR23","OUT035",NA
"FDM38","OUT049",NA
"FDS25","OUT013",NA
"FDZ22","OUT013",NA
"FDZ20","OUT019",NA
"FDD45","OUT010",NA
"FDN03","OUT049",NA
"NCW30","OUT046",NA
"FDY24","OUT027",NA
"FDJ26","OUT019",NA
"FDM15","OUT049",NA
"NCW54","OUT027",NA
"FDA23","OUT045",NA
"FDA39","OUT019",NA
"FDZ12","OUT017",NA
"NCB42","OUT046",NA
"FDL16","OUT046",NA
"FDO24","OUT019",NA
"NCP42","OUT046",NA
"FDR19","OUT018",NA
"DRL01","OUT045",NA
"FDV37","OUT046",NA
"FDI41","OUT010",NA
"FDF58","OUT049",NA
"NCF43","OUT018",NA
"FDN02","OUT049",NA
"NCP41","OUT035",NA
"NCY17","OUT027",NA
"FDL58","OUT027",NA
"NCA30","OUT027",NA
"FDE46","OUT018",NA
"FDY38","OUT035",NA
"NCH29","OUT027",NA
"FDO20","OUT045",NA
"FDP44","OUT018",NA
"FDM02","OUT027",NA
"FDJ14","OUT027",NA
"FDH04","OUT010",NA
"DRK23","OUT046",NA
"NCW05","OUT046",NA
"FDF12","OUT049",NA
"FDL51","OUT019",NA
"FDN03","OUT018",NA
"DRJ37","OUT049",NA
"FDM12","OUT019",NA
"FDA16","OUT045",NA
"NCB07","OUT017",NA
"NCI17","OUT019",NA
"FDR51","OUT046",NA
"FDJ55","OUT045",NA
"NCZ17","OUT013",NA
"FDU25","OUT013",NA
"NCG18","OUT045",NA
"DRM11","OUT017",NA
"FDH16","OUT035",NA
"FDZ04","OUT018",NA
"NCX53","OUT035",NA
"FDX38","OUT027",NA
"FDX09","OUT046",NA
"NCW05","OUT018",NA
"NCS41","OUT017",NA
"FDI26","OUT046",NA
"NCZ41","OUT027",NA
"NCK06","OUT046",NA
"FDX23","OUT027",NA
"NCA42","OUT046",NA
"FDC20","OUT049",NA
"DRC49","OUT018",NA
"FDX01","OUT013",NA
"FDC08","OUT045",NA
"FDC02","OUT017",NA
"FDK10","OUT045",NA
"DRC24","OUT013",NA
"FDW16","OUT019",NA
"NCU06","OUT018",NA
"DRA59","OUT045",NA
"FDR24","OUT019",NA
"DRL35","OUT018",NA
"FDA49","OUT013",NA
"NCC55","OUT046",NA
"DRD24","OUT019",NA
"NCE55","OUT049",NA
"FDT33","OUT045",NA
"NCT53","OUT013",NA
"FDS26","OUT046",NA
"FDL22","OUT018",NA
"FDP44","OUT017",NA
"FDC52","OUT018",NA
"FDI53","OUT010",NA
"FDZ23","OUT046",NA
"NCT18","OUT013",NA
"FDR13","OUT046",NA
"FDB09","OUT010",NA
"FDZ60","OUT013",NA
"FDB11","OUT046",NA
"FDC10","OUT018",NA
"FDW56","OUT035",NA
"FDK14","OUT027",NA
"DRE27","OUT027",NA
"FDA38","OUT017",NA
"FDT11","OUT045",NA
"FDP15","OUT035",NA
"FDV27","OUT035",NA
"FDS36","OUT027",NA
"FDY40","OUT027",NA
"NCF19","OUT049",NA
"FDF53","OUT045",NA
"FDS14","OUT027",NA
"FDE56","OUT046",NA
"FDZ19","OUT035",NA
"FDZ46","OUT013",NA
"FDR16","OUT046",NA
"FDG29","OUT018",NA
"NCE30","OUT017",NA
"FDZ40","OUT046",NA
"FDG58","OUT018",NA
"DRH03","OUT013",NA
"FDZ47","OUT045",NA
"FDV04","OUT018",NA
"FDZ10","OUT018",NA
"FDG46","OUT017",NA
"NCF07","OUT045",NA
"FDY44","OUT035",NA
"FDB21","OUT013",NA
"FDS20","OUT035",NA
"FDS49","OUT049",NA
"FDX55","OUT027",NA
"NCQ02","OUT018",NA
"FDR25","OUT013",NA
"DRG39","OUT045",NA
"FDB46","OUT046",NA
"NCC30","OUT018",NA
"FDE58","OUT035",NA
"FDC05","OUT019",NA
"FDY15","OUT046",NA
"FDG14","OUT046",NA
"FDL08","OUT049",NA
"FDQ47","OUT013",NA
"FDN12","OUT035",NA
"FDW10","OUT013",NA
"FDD02","OUT035",NA
"FDX35","OUT010",NA
"FDT35","OUT046",NA
"DRN47","OUT019",NA
"FDB11","OUT010",NA
"FDN20","OUT045",NA
"FDB59","OUT035",NA
"FDJ58","OUT045",NA
"FDU60","OUT046",NA
"FDS03","OUT049",NA
"FDU40","OUT019",NA
"DRH15","OUT049",NA
"FDD04","OUT027",NA
"FDQ01","OUT046",NA
"FDF28","OUT035",NA
"FDD22","OUT010",NA
"FDY19","OUT046",NA
"FDN33","OUT035",NA
"FDV36","OUT035",NA
"FDW01","OUT010",NA
"FDJ28","OUT049",NA
"FDB17","OUT035",NA
"FDM40","OUT049",NA
"FDV46","OUT045",NA
"FDQ44","OUT049",NA
"NCD42","OUT046",NA
"DRH37","OUT046",NA
"FDR10","OUT018",NA
"NCD06","OUT027",NA
"FDI53","OUT046",NA
"FDG16","OUT035",NA
"DRB25","OUT046",NA
"FDY09","OUT046",NA
"FDX48","OUT045",NA
"FDC03","OUT010",NA
"FDT47","OUT035",NA
"FDW44","OUT027",NA
"FDT24","OUT017",NA
"FDT12","OUT019",NA
"NCS38","OUT035",NA
"FDO39","OUT035",NA
"FDA13","OUT046",NA
"FDO48","OUT035",NA
"DRJ01","OUT017",NA
"FDD53","OUT018",NA
"NCT05","OUT049",NA
"FDQ51","OUT045",NA
"FDU60","OUT013",NA
"FDC59","OUT046",NA
"FDP36","OUT035",NA
"NCM19","OUT017",NA
"FDL16","OUT035",NA
"FDE50","OUT018",NA
"NCR18","OUT013",NA
"NCD30","OUT035",NA
"FDH31","OUT013",NA
"FDD56","OUT019",NA
"FDC47","OUT049",NA
"FDZ21","OUT045",NA
"FDM01","OUT049",NA
"FDF24","OUT013",NA
"FDW23","OUT017",NA
"FDY52","OUT018",NA
"DRH37","OUT027",NA
"DRO47","OUT027",NA
"FDR25","OUT049",NA
"FDQ24","OUT027",NA
"DRJ51","OUT018",NA
"NCU06","OUT035",NA
"NCV18","OUT018",NA
"NCC06","OUT027",NA
"FDZ01","OUT018",NA
"FDT14","OUT017",NA
"FDD11","OUT019",NA
"FDN09","OUT017",NA
"NCO18","OUT010",NA
"FDZ50","OUT045",NA
"FDS44","OUT013",NA
"FDI36","OUT045",NA
"FDA26","OUT010",NA
"NCY53","OUT049",NA
"FDF32","OUT049",NA
"FDF59","OUT010",NA
"FDB20","OUT046",NA
"DRH11","OUT035",NA
"FDT03","OUT049",NA
"NCH06","OUT035",NA
"FDR55","OUT049",NA
"FDI10","OUT035",NA
"FDZ12","OUT045",NA
"FDM12","OUT049",NA
"DRB25","OUT045",NA
"NCS41","OUT013",NA
"NCT53","OUT049",NA
"NCD55","OUT013",NA
"FDY08","OUT049",NA
"NCP55","OUT049",NA
"FDA33","OUT013",NA
"FDQ33","OUT013",NA
"FDE45","OUT027",NA
"FDT26","OUT013",NA
"NCV53","OUT049",NA
"FDK60","OUT027",NA
"NCJ29","OUT046",NA
"FDI15","OUT045",NA
"FDX21","OUT013",NA
"FDV49","OUT019",NA
"DRO59","OUT046",NA
"FDZ14","OUT045",NA
"FDP32","OUT027",NA
"FDC33","OUT017",NA
"FDT14","OUT010",NA
"NCN54","OUT027",NA
"FDR57","OUT027",NA
"DRK12","OUT046",NA
"FDX52","OUT049",NA
"FDX08","OUT010",NA
"FDP10","OUT010",NA
"NCP50","OUT045",NA
"NCL06","OUT013",NA
"FDP25","OUT013",NA
"FDE53","OUT013",NA
"FDL27","OUT017",NA
"FDC35","OUT049",NA
"DRJ47","OUT010",NA
"FDD16","OUT018",NA
"NCN42","OUT049",NA
"FDC38","OUT027",NA
"NCO07","OUT045",NA
"FDQ20","OUT049",NA
"FDI32","OUT046",NA
"FDN20","OUT010",NA
"DRJ51","OUT027",NA
"FDU08","OUT045",NA
"DRN37","OUT019",NA
"FDD05","OUT010",NA
"FDW15","OUT046",NA
"FDI52","OUT046",NA
"DRM11","OUT049",NA
"NCO06","OUT045",NA
"FDU38","OUT049",NA
"FDU59","OUT018",NA
"FDJ10","OUT046",NA
"FDM13","OUT049",NA
"NCJ30","OUT019",NA
"FDM45","OUT018",NA
"FDP36","OUT045",NA
"NCD30","OUT010",NA
"FDN48","OUT017",NA
"FDY32","OUT049",NA
"FDU47","OUT046",NA
"FDF17","OUT019",NA
"FDP34","OUT017",NA
"FDA47","OUT049",NA
"DRD27","OUT027",NA
"FDW38","OUT045",NA
"FDZ15","OUT019",NA
"FDZ03","OUT027",NA
"NCN19","OUT049",NA
"FDG02","OUT035",NA
"FDS31","OUT035",NA
"FDW43","OUT019",NA
"FDZ47","OUT010",NA
"FDO57","OUT017",NA
"NCL07","OUT013",NA
"NCV42","OUT013",NA
"FDP40","OUT017",NA
"FDP48","OUT019",NA
"FDH21","OUT017",NA
"NCP02","OUT049",NA
"FDK24","OUT049",NA
"FDC41","OUT045",NA
"FDF08","OUT017",NA
"FDO49","OUT017",NA
"FDS56","OUT027",NA
"FDX46","OUT018",NA
"FDQ07","OUT013",NA
"FDC32","OUT010",NA
"FDT21","OUT019",NA
"FDG58","OUT045",NA
"FDW14","OUT049",NA
"DRA12","OUT027",NA
"FDV27","OUT013",NA
"DRD25","OUT013",NA
"DRF48","OUT027",NA
"FDX24","OUT017",NA
"DRJ51","OUT046",NA
"FDE45","OUT045",NA
"FDE14","OUT046",NA
"FDG53","OUT045",NA
"FDT08","OUT046",NA
"DRC27","OUT027",NA
"FDG20","OUT035",NA
"FDC21","OUT046",NA
"FDV31","OUT018",NA
"FDB58","OUT045",NA
"FDV23","OUT046",NA
"FDA25","OUT019",NA
"FDC15","OUT046",NA
"FDU47","OUT049",NA
"FDE23","OUT013",NA
"FDS08","OUT013",NA
"FDW03","OUT027",NA
"FDJ60","OUT018",NA
"FDM34","OUT017",NA
"FDW33","OUT013",NA
"FDZ40","OUT013",NA
"FDE33","OUT018",NA
"NCC06","OUT010",NA
"FDU11","OUT046",NA
"FDL44","OUT017",NA
"NCZ29","OUT017",NA
"FDG28","OUT010",NA
"FDL12","OUT018",NA
"FDD52","OUT017",NA
"FDO15","OUT013",NA
"NCN29","OUT027",NA
"FDW36","OUT013",NA
"FDB21","OUT046",NA
"FDZ28","OUT013",NA
"FDY10","OUT035",NA
"DRG39","OUT017",NA
"FDN28","OUT013",NA
